corrupted,correct
O)C(F)(F)C(FC(F)C(F)(FS)C(F)F,OCC(F)(F)C(F)(F)C(F)(F)C(F)F
OCC(F)(F)C(F)(F)Br(F)(F)C(F)F,OCC(F)(F)C(F)(F)C(F)(F)C(F)F
FBrC(F)CF)(F)C(F)(Cl)11(F)Cl,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl
FC1(F)C(F)(F)C(F)(Cl)C1(F),FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl
CN1CC[C@]23c4c5ccc(O)cO[C@H]2C(=P)CC[C@@]3(O)[C@@H]1C5.Cl,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@@H]1C5.Cl
C(1CC[C@]23c4c5cccNO)c4O[C@H]2C(=O)CC[C@@]3(O)[C@@H]Cl1C5.Cl,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@@H]1C5.Cl
CN1CC[C@]23c4cC5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@@H]1C5.Cl,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@@H]1C5.Cl
CN1CC[C@]23c4c5ccc(C)c4O[C@H]2C(=O)CC[C@@]3(O)[C@@H]1O5,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@@H]1C5
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@@H]1C,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@@H]1C5
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCOC6CC(=O)N2C1[C@H]6[C@H]5C[C@H],COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCOC6CC(=O)N2C1[C@H]6[C@H]5C[C@H]43
COc(cc2c(cc1OC)[C@@]13CCN4CC5=CCOC6CC1=O)N2C1[C@H]6[C@H]5C[C@H]43,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCOC6CC(=O)N2C1[C@H]6[C@H]5C[C@H]43
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO=C6CC(=O)N2C1[C@H]6[C@H]5C[C@H]43,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCOC6CC(=O)N2C1[C@H]6[C@H]5C[C@H]43
CCC1(CC=C(=O)NC(=O)N(c2ccccc2)C1)O,CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O
CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=,CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O
CCC1(CC)C(=)NC(=O)N(c2ccccc2)C1=O,CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O
COc1ccc2c3c1O[C@H]1C[C@@H](O()C=C[C@@]31CCN(C)C2,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]131CCN(C)C2,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
COc1ccc2c3c)O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
C[N+](C)(C)CCC(O)(c1ccccc1)c1ccsc1O[I-],C[N+](C)(C)CCC(O)(c1ccccc1)c1cccs1.[I-]
C[N+](C)(C)CCC(O)(c1ccccc1)c1cccs1.,C[N+](C)(C)CCC(O)(c1ccccc1)c1cccs1.[I-]
C[N+]((C)(C)CCC(O)(c1ccccc1)c1cccs1.[I-],C[N+](C)(C)CCC(O)(c1ccccc1)c1cccs1.[I-]
C[N+]()(C)CC1CCCCC1(O)c1ccc(Cl)cc1,C[N+](C)(C)CC1CCCCC1(O)c1ccc(Cl)cc1
C[N+](C)(C)CC1CCCCC1(O)c1ccc(Cl)cc,C[N+](C)(C)CC1CCCCC1(O)c1ccc(Cl)cc1
C[N+](C)(C)CH1CCCC1(O)c1ccc(Cl)cc1,C[N+](C)(C)CC1CCCCC1(O)c1ccc(Cl)cc1
CC==CC(O)(CC[N+](C)(C)C)c1ccc(OC)cc1.[I-],CC=CC(O)(CC[N+](C)(C)C)c1ccc(OC)cc1.[I-]
CC=CC(O)(CC[N+](C)(C)C)c1ccc(OC)cc1.,CC=CC(O)(CC[N+](C)(C)C)c1ccc(OC)cc1.[I-]
CC=CC(O)(CC[N+](C)2(CC)c1ccc(OC)cc1.[I-],CC=CC(O)(CC[N+](C)(C)C)c1ccc(OC)cc1.[I-]
CC=CC(O)O(CC[N+](C)(C)C)c1ccc(OC)cc1,CC=CC(O)(CC[N+](C)(C)C)c1ccc(OC)cc1
CC=CC(O)(CC[N+](C)(C)C)c1ccc(OC)cc,CC=CC(O)(CC[N+](C)(C)C)c1ccc(OC)cc1
FC(F)(F)C(F)(F)OC(F)(F)C(F)(F),FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F
FC(F)(F)C(F)(F)OC(F)(FC(F)(F)F,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F
C#CCC1(OC(N)=OOCCCC1,C#CCC1(OC(N)=O)CCCCC1
C#CCC1(OC(N)=O)CCCCC1=,C#CCC1(OC(N)=O)CCCCC1
CO#CCCP(OC(N)=O)CCCCC1,C#CCC1(OC(N)=O)CCCCC1
FC=CPSF)Cl,FC=C(F)Cl
C=C(F)Cl,FC=C(F)Cl
SC=C((F)Cl,FC=C(F)Cl
FC=C(F),FC=C(F)F
FC=C()F,FC=C(F)F
C=OF)C(=OClF,O=C(F)C(=O)F
O=C()C(=O)F,O=C(F)C(=O)F
O=C(F)Br(=O)F,O=C(F)C(=O)F
C=CCC(O)(CC[N+](C)(CC)C)c1ccc(F)cc1.[I-],C=CCC(O)(CC[N+](C)(C)C)c1ccc(F)cc1.[I-]
C=CCCO)(CC[N+](C)(CcC)c1c)c(F)cc1.[I-],C=CCC(O)(CC[N+](C)(C)C)c1ccc(F)cc1.[I-]
C=CCC(O)(CC[N+](C)(C)()c1cc(F)cc1.[I-],C=CCC(O)(CC[N+](C)(C)C)c1ccc(F)cc1.[I-]
C=CCC(O)(CC[N+](C)(C)C)c1ccc(F)cc,C=CCC(O)(CC[N+](C)(C)C)c1ccc(F)cc1
COC(F)=C(C(FC(F)F)C(F)(F)F,COC(F)=C(C(F)(F)F)C(F)(F)F
COC(F)=C(C(F)(F)F)C(F)(FF,COC(F)=C(C(F)(F)F)C(F)(F)F
COC(F)C(C(F)(F)F)C(F)(F)F,COC(F)=C(C(F)(F)F)C(F)(F)F
COC(=O)C1C(F)(F)F)C(F)(F)F,COC(=O)C(C(F)(F)F)C(F)(F)F
COC(=O)C(C(F)(F)F)C(F)(F),COC(=O)C(C(F)(F)F)C(F)(F)F
COC(=O)C(C(F)(F)FFC())(FF,COC(=O)C(C(F)(F)F)C(F)(F)F
CCOC(F)=C(C(FCl)CF)F)C(F)(F)F,CCOC(F)=C(C(F)(F)F)C(F)(F)F
CCOC(F)=C(C(F)(F)F)C(F)()F,CCOC(F)=C(C(F)(F)F)C(F)(F)F
CCOC(F)=C(C(F)(F)F)CF)(F)F,CCOC(F)=C(C(F)(F)F)C(F)(F)F
CC(CCCNCC(=O)O)C1CCC2C3CC[C@@H]4C[C@H](O)CC[C@@]4(C)C3C[C@H](O)[C@]12,CC(CCCNCC(=O)O)C1CCC2C3CC[C@@H]4C[C@H](O)CC[C@@]4(C)C3C[C@H](O)[C@]12C
CC(CCCNCC(=O)O)C1CSC2C3CC[C@@H]4C[C@H](O)CC[C@@]4(C)C3C[C@H](O)[C@]12C,CC(CCCNCC(=O)O)C1CCC2C3CC[C@@H]4C[C@H](O)CC[C@@]4(C)C3C[C@H](O)[C@]12C
CC(CCCNCC[C@H]=O)O)C1CCC2C3CC[C@@H]4C[C@H](O)CC[C@@]4(C)C3C((O)[C@]12C,CC(CCCNCC(=O)O)C1CCC2C3CC[C@@H]4C[C@H](O)CC[C@@]4(C)C3C[C@H](O)[C@]12C
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]=4[C@H]3CC[C@]12C,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
FC(=C(F)C(F)(F)F)C(F)(F),FC(=C(F)C(F)(F)F)C(F)(F)F
FC(=C(F)C(F)(F)F)C(F)()F,FC(=C(F)C(F)(F)F)C(F)(F)F
NC(=O)c1[nH]cnc1,NC(=O)c1[nH]cnc1N
NC=O)c1[nH]cnc1N,NC(=O)c1[nH]cnc1N
1C(=O)c1[nH]cncNClN,NC(=O)c1[nH]cnc1N
CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O1)C12CS[Na+],CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C.[Na+]
CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC())CCC4(C)C3CC(O)C12C.[Na+],CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C.[Na+]
CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4BrC)C3CC(O)C12C.[Na+],CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C.[Na+]
CC[C@@H](CO)NC(=O)[C@@H]1C=)2c3cccc4c3c(cn4CCC[C@H]2(C)C1,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c31cccCl4c3c(cn4C)C[C@H]2N(C)C1,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
C[N+](C)(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.,C[N+](C)(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.[I-]
C[N+](C)(C)CCCN1cccccc2Sc2ccc(Cl)cc21.[I-]P,C[N+](C)(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.[I-]
C[N+]S(C)(C)CCCN1c2ccccc2S=2ccc(Cl)cc21.[I-],C[N+](C)(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.[I-]
C[N+](C2(C)CCCN1c)cccc2Sc2ccc(Cl)cc21,C[N+](C)(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
C[N+](C)(C)CCCN12ccccc2Sc2c=cc(Cl)cc21,C[N+](C)(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
C[N+](C)(C)CCCN1c2cccc2Sc2ccc(Cl)cNc21,C[N+](C)(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
O=C1C=CC(=O)C(c2cOcccc2)=C1,O=C1C=CC(=O)C(c2ccccc2)=C1
O=C1C=CC(=O)C(c2ccccc2)=C,O=C1C=CC(=O)C(c2ccccc2)=C1
O=C1C=CC(=O)C(c2cccc=c2=C1,O=C1C=CC(=O)C(c2ccccc2)=C1
O1c1cn2cccccc-2n1Cc1ccccc1,O=c1nc2cccccc-2n1Cc1ccccc1
O=ccnc2ccccc1-n1Cc1ccccc1,O=c1nc2cccccc-2n1Cc1ccccc1
O=c1nc2cccccc-2n1Cc1ccccc,O=c1nc2cccccc-2n1Cc1ccccc1
O=C(Nc1ccc2c2(c1)Cc1ccccc1-2)C(F)(F)F,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F
O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F),O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F
O=C(Nc1ccc2c(c1)Cc1ccccc1-2=C(F)(F)F,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F
NCCC(=O)c1ccccc1,NCCC(=O)c1ccccc1N
1CCC(=O)c1ccccc1N,NCCC(=O)c1ccccc1N
Cc1cccc(C)c1OC(C)C[N+](C)(C)C.O.,Cc1cccc(C)c1OC(C)C[N+](C)(C)C.O.[Cl-]
Cc1cccS(C)c1OC(C)C[N+](C)(C)C.O[Cl-].,Cc1cccc(C)c1OC(C)C[N+](C)(C)C.O.[Cl-]
Cc1cccc1(C)c1OC(C)C[N+](C)(C)C.O.[Cl-],Cc1cccc(C)c1OC(C)C[N+](C)(C)C.O.[Cl-]
Fc1cc(F)c(F)c(F)c1,Fc1cc(F)c(F)c(F)c1F
F2c1cc(F)c(F)c(F)c1F,Fc1cc(F)c(F)c(F)c1F
FcP1cc(F)c(F)c(F)c1F,Fc1cc(F)c(F)c(F)c1F
Nc1c(FNcc(F)cc1[N+](=OH[O-],Nc1c(F)cc(F)cc1[N+](=O)[O-]
Nc1c(F)cc(F)c1[N+](=O)[O-],Nc1c(F)cc(F)cc1[N+](=O)[O-]
Nc1c(F)cc(F)cc1[N+](=O),Nc1c(F)cc(F)cc1[N+](=O)[O-]
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCCCC)CCCC(C)CCCC(C)C)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCCC(C)CCCC(C)CCCC(C)C)O2
Cc1c(()c2c(c(C)c1O)CC(C)(CCCCC(C)CCCC(C)CCCC(C)C)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCCC(C)CCCC(C)CCCC(C)C)O2
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCCC2(C)CCCC(C)CCCC(C)C)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCCC(C)CCCC(C)CCCC(C)C)O2
CCNNPCC)C(=O)CF,CCN(CC)C(=O)CF
CCN(CC)C(=O)C,CCN(CC)C(=O)CF
Cc1cnO[C@H]2C[C@H](O)[C@@H]2(COP(=O)O)O)(2)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O
Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O
Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O22c(=O)[nH]c1=,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O
CN(C)c1ccc(-c2ccc(N(C)C)cc2)cc,CN(C)c1ccc(-c2ccc(N(C)C)cc2)cc1
CN(C)c1Hcc(-c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(-c2ccc(N(C)C)cc2)cc1
CN(C)c)1ccc(-c2ccc(NSC)C)cc2)cc1,CN(C)c1ccc(-c2ccc(N(C)C)cc2)cc1
ClNNCc1ccc(C(=O)C(CP)C)cc1.Cl,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl
CNNHc1ccc(C(=O)NC(C)C)cc1.Cl,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl
CNNCc1ccc(=C(O)NC(C)C)cc1Br.Cl,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl
Cl.Cl.Clc1ccccc1CNCC1CCC(CNCc2ccccc)CClC1,Cl.Cl.Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1
Cl.Cl.Clc1ccccc1CNCC1CCC(NCc2ccccc2Cl)CC1,Cl.Cl.Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1
Cl.Cl.Clc1ccccc)1CNCC1CCC(CNCc2ccccc2Cl)CC1,Cl.Cl.Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1
Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC,Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1
Clc1ccccc1CN(C1CCC(CNCc2ccccc2Cl)CC1,Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1
Fc1Sccccc1F,Fc1ccccc1F
Fc12cccc1F,Fc1ccccc1F
Fcccc1c1F,Fc1ccccc1F
NOc1ccccc1F,Oc1ccccc1F
O1ccccc1F,Oc1ccccc1F
c1ccccc1F,Oc1ccccc1F
Nc1ccc(F)c(Cl)c,Nc1ccc(F)c(Cl)c1
Nc1cccHF)c(Cl)c1,Nc1ccc(F)c(Cl)c1
Nc1Occc(F)cc1F,Nc1ccc(F)cc1F
Nc1ccc(F)cc1,Nc1ccc(F)cc1F
Nc1c)c(Fccc1F,Nc1ccc(F)cc1F
C=C([O-])OS.[Na+]2,O=C([O-])CS.[Na+]
O=C([O-])CS.,O=C([O-])CS.[Na+]
O=C(C)CS.[Na+],O=C([O-])CS.[Na+]
CC(C)S[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1,CC(C)S[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
CC(C)S[C@H]1O[C@H](COO)[C@H](O)[C@H](O)[C@H]1O,CC(C)S[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
ClCC(C)S[C@H]1O[C@H]OCO)[C@H](O)[C@H](O[C@H]1O,CC(C)S[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
F[Si](F)(F)c1ccccc,F[Si](F)(F)c1ccccc1
F[Si]((F)(F)c1cccc1,F[Si](F)(F)c1ccccc1
Fc1nc(F=)nc(C(F)(F)F)n1,Fc1nc(F)nc(C(F)(F)F)n1
Fc1nc(F)nc(C(F)(F)F)n,Fc1nc(F)nc(C(F)(F)F)n1
Fc1nc(F)nc(C(F)(FF)n1,Fc1nc(F)nc(C(F)(F)F)n1
Nc1nc(Nc2ccccc2)nc(C(F)(F)F)n,Nc1nc(Nc2ccccc2)nc(C(F)(F)F)n1
FC(F)(F)c1nc(C(F)(F)F)nc(C(ClF)(F)F)n1,FC(F)(F)c1nc(C(F)(F)F)nc(C(F)(F)F)n1
FC(F)(F)c1nc(CFH(F)F)nc(C(SF)(F)F)n1,FC(F)(F)c1nc(C(F)(F)F)nc(C(F)(F)F)n1
FC(F)(F)c1nc(C(F)(F)F)nc(C(F)(F)F)n,FC(F)(F)c1nc(C(F)(F)F)nc(C(F)(F)F)n1
F[As](F)cccccc1,F[As](F)c1ccccc1
F[As](F)c1cccc2c1,F[As](F)c1ccccc1
F(F)c1ccccc1,F[As](F)c1ccccc1
F[P-](F)(F#(F)(F)F.N)[N+]c1ccccc1,F[P-](F)(F)(F)(F)F.N#[N+]c1ccccc1
F[P-](F)(F)(F)(F)F.N#[N+]c1ccccc,F[P-](F)(F)(F)(F)F.N#[N+]c1ccccc1
F[P-](F)(F)(F)(.)FFN#[N+]c1ccccc1,F[P-](F)(F)(F)(F)F.N#[N+]c1ccccc1
N#[N+]c1ccccc,N#[N+]c1ccccc1
N#[N+]Cc1ccccc1,N#[N+]c1ccccc1
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)Cc(C(H)(F)F)c1,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1
CO=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1
O=C(CF)Sc1cccc21,O=C(CF)Sc1ccccc1
O=C(CF)Sc1ccccc,O=C(CF)Sc1ccccc1
c=C(CF)Sc1cccOc1,O=C(CF)Sc1ccccc1
O=C(Nc1ccccc1)OCC(F)(F),O=C(Nc1ccccc1)OCC(F)(F)F
O=C(NN=C1CCCCC1)C(=O)NN=C1CCCC1,O=C(NN=C1CCCCC1)C(=O)NN=C1CCCCC1
O=C(NN=C1CCCCCC)C(=O)N=C1CC1CC1,O=C(NN=C1CCCCC1)C(=O)NN=C1CCCCC1
O=(NN=C1CCCCC1)C(=O)NN=C1CCCCC1,O=C(NN=C1CCCCC1)C(=O)NN=C1CCCCC1
C[N+](C)(C)CCOc1cccc1.[Br-],C[N+](C)(C)CCOc1ccccc1.[Br-]
C[N+](C)(C)CCOc1ccccc1.,C[N+](C)(C)CCOc1ccccc1.[Br-]
C[N+](C)(C)C2COc1cc1cc1.[Br-],C[N+](C)(C)CCOc1ccccc1.[Br-]
C[N+](C)(C)CCOc1ccccc,C[N+](C)(C)CCOc1ccccc1
C[N+](C)(C)CCClOc1ccccc1,C[N+](C)(C)CCOc1ccccc1
cNCCc1Ccc(O)cc1,CNCCc1ccc(O)cc1
CNCCc1ccc(O)cc,CNCCc1ccc(O)cc1
CNCcc1ccC(O)ccBr1,CNCCc1ccc(O)cc1
CCOC(=O)C=CC,CCOC(=O)C=CCF
O=(CCCF)OCCF,O=C(CCCF)OCCF
O=C(CCCF)OCC,O=C(CCCF)OCCF
Oc1ccc(F)cc,Oc1ccc(F)cc1
Oc1ccc(Fcc1,Oc1ccc(F)cc1
c1ccc(F)cc1=,Oc1ccc(F)cc1
CC(C)CNC(=O)C,CC(C)CNC(=O)CF
O=C[Na+][O-])C=NCC(=O)[O-].[Na+].(,O=C([O-])C=CC(=O)[O-].[Na+].[Na+]
O=C([O-])=CCC(=O)[O-].[Na+].[Na+],O=C([O-])C=CC(=O)[O-].[Na+].[Na+]
O=C([O-])C=CC(=O)2.[Na+].[Na+],O=C([O-])C=CC(=O)[O-].[Na+].[Na+]
O=C([O-])CCCCCF.,O=C([O-])CCCCCF.[Na+]
O=C()CCCCCF.[Na+],O=C([O-])CCCCCF.[Na+]
N#CCC=O)O,N#CCC(=O)O
N#CC))(=OCO,N#CCC(=O)O
NC#CC(=O)O,N#CCC(=O)O
Fc1cccc(F)c,Fc1cccc(F)c1
Fc1cccc()c1,Fc1cccc(F)c1
Fc=1cc=c(F)c1,Fc1cccc(F)c1
Nc1Brcccc(F)c1,Nc1cccc(F)c1
Nc1cccc(F)c,Nc1cccc(F)c1
Oc1cccc(F)c,Oc1cccc(F)c1
Oc1cccc(F)cS,Oc1cccc(F)c1
CCOC(=O)CCO()CF,CCOC(=O)CC(=O)CF
CCOC(=O)CC(=O)C,CCOC(=O)CC(=O)CF
COC(=O)CC(=O)CF,CCOC(=O)CC(=O)CF
Fc1cc(F)cc(F)c,Fc1cc(F)cc(F)c1
Fc1cc(F)cc(P)c1,Fc1cc(F)cc(F)c1
Fc1ccccn,Fc1ccccn1
Fcc1cccn1,Fc1ccccn1
O=S(=O)(Cl)CCCCCC,O=S(=O)(Cl)CCCCCCF
O=S(=O)(Cl)CCCCCCF1,O=S(=O)(Cl)CCCCCCF
CCOC(=O)CNC(=O)F,CCOC(=O)CNC(=O)CF
COC(=O)CNC(=O)CF,CCOC(=O)CNC(=O)CF
CCOC(=O)CNC(=O)C,CCOC(=O)CNC(=O)CF
O=C(C)OCCOC(=O)CF,O=C(CF)OCCOC(=O)CF
O=C(CF)CCOC(=O)CF,O=C(CF)OCCOC(=O)CF
O=C(F)OCCOC(=O)CF,O=C(CF)OCCOC(=O)CF
FCCClCF,FCCCCF
FCCCC,FCCCCF
FCCCN(,FCCCCI
FCCCC,FCCCCI
FICCCC,FCCCCI
O)CCCF,OCCCCF
OCCCC,OCCCCF
OCCCCCF,OCCCCF
CC(=O)[O-].CC(=O)[O-].,CC(=O)[O-].CC(=O)[O-].[Ni+2]
CC1=O)=[O-].CC(=O)[O-].[Ni+2],CC(=O)[O-].CC(=O)[O-].[Ni+2]
CC(=1O)NCCCCF,CC(=O)NCCCCF
CC(=O)NCCCF,CC(=O)NCCCCF
CC(=ONCCCCF,CC(=O)NCCCCF
CC(=O)OCCCF,CC(=O)OCCCCF
CC((O)OCCCCF,CC(=O)OCCCCF
CC(=O)OCCCC,CC(=O)OCCCCF
CCCCCC,CCCCCCF
CCCCCF,CCCCCCF
C#CCBrCCF,C#CCCCCF
C#CC(CCF,C#CCCCCF
C#=CCCCF,C#CCCCCF
OBrPCOCF,OCCOCCF
(CCCCF,OCCOCCF
OCCOCC,OCCOCCF
CCOF(=O)CCCCCCCCCCCC,CCOC(=O)CCCCCCCCCCCF
CCOC(=O)CCCCCCCCCCC,CCOC(=O)CCCCCCCCCCCF
FCCCCCC,FCCCCCCBr
BrCCCCCCF,FCCCCCCBr
FCCICCCC,FCCCCCCI
FCCC=CCCI,FCCCCCCI
FCCCCCC,FCCCCCCI
OCCCCBrCCF,OCCCCCCF
OCCCCCC,OCCCCCCF
OCCC)FC,OCCCCCCF
O=SCCCCCCF,O=CCCCCCF
O=CCCCCC,O=CCCCCCF
O=CCCCCF,O=CCCCCCF
COCCCCC,COCCCCCF
)COCCCCF,COCCCCCF
Cl.NCC(F)1(F)F,Cl.NCC(F)(F)F
Cl.NCC(F)(F),Cl.NCC(F)(F)F
CC(O)C)F((FF,CC(O)C(F)(F)F
CC(O)C(F)(F),CC(O)C(F)(F)F
CC(O)C=F)(F)F,CC(O)C(F)(F)F
FC)F)(F)C(F)(Cl(Cl,FC(F)(F)C(F)(Cl)Cl
FC(F)(F)C(F)BrCl)Cl,FC(F)(F)C(F)(Cl)Cl
FC(F)(F)C(F)(Cl),FC(F)(F)C(F)(Cl)Cl
OCC(F)=F)C(F)(F)C(F)(F)F,OCC(F)(F)C(F)(F)C(F)(F)F
OCC(F)(F)C(F)(F)C(F)(F),OCC(F)(F)C(F)(F)C(F)(F)F
O=C(O)C(F)(F)C1F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)F
O=C(OC(F)(F)C(F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)F
O=C(O)C(C)(F)C(F)()F(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)F
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(FCl(F)C(F)(F)F,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CF(F)C(F)(F)C()(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)C(F)(F)C(F)(F)C(F)(F)CF)(F)C(F)(F)C(F)(F)F,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F),OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
OCC(F)(F)CF)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
OCC(F)(F)C(F)(F)C(F)(F)C()F)(F)C(F)(F)C(F)(F)C(F)(F)C(FHF,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
O=C=NCC(1F)(F)C(F)(F)C(F)(F)F,O=C=NCC(F)(F)C(F)(F)C(F)(F)F
