corrupted,correct
CC(CCC(=NO)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,CC(CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
CC(CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12,CC(CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
CCC(CSC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3C2CC12C)C(C)C,CCC(CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C)C(C)C
CCC(CCC(C)C1CC2C3CCCOCC(O)CCC4(C)C3CCC12C)C(C)C,CCC(CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C)C(C)C
CCC(CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)OC3CCC12C)C(C)C,CCC(CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C)C(C)C
CC[C@@H](CC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C),CC[C@@H](CC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
CC[C@@H](CC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OP)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CC[C@@H](CC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
CC[C@@H](CC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C),CC[C@@H](CC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
CC[C@@H](CCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C)C(C),CC[C@@H](CCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C)C(C)C
CC[C@@H](CCC(C)OC1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C)C(C)C,CC[C@@H](CCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C)C(C)C
CC[C@@H](CCC(C)C1CCC2C3CC=C4C[C@@H](O)CSCC4(C)C3CCC12C)C(C)C,CC[C@@H](CCC(C)C1CCC2C3CC=C4C[C@@H](O)CCC4(C)C3CCC12C)C(C)C
CC[C@H](C=C[C@@H](=)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C[C@H]3CC[C@]12C)C(C)C,CC[C@H](C=C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
CC[C@H](C=C[C@@H](CBr[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CC[C@H](C=C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
CC[C@H](C=C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C),CC[C@H](C=C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
CC(CCC(=O)O)C1CCC2C3C[C@H](O)C4C[C@H](O)CCC4(C)C3CCC12,CC(CCC(=O)O)C1CCC2C3C[C@H](O)C4C[C@H](O)CCC4(C)C3CCC12C
CC(CCC(=O)O)C1CCC2C3C[C@H](O)C4C[C@H](O)CCC4(C)C3CCC12,CC(CCC(=O)O)C1CCC2C3C[C@H](O)C4C[C@H](O)CCC4(C)C3CCC12C
CC(CCC(=O)O)S1CCC2CC[C@H](O)C4C[C@H](O)CCCP4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3C[C@H](O)C4C[C@H](O)CCC4(C)C3CCC12C
Cn1ccc(=O)c2cc)cc21,Cn1ccc(=O)c2ccccc21
Cn1ccc(=O)c2ccccc,Cn1ccc(=O)c2ccccc21
n1cc1(=O)c2ccccc21,Cn1ccc(=O)c2ccccc21
Oc1ccc2c=O)cccc12,Oc1cccc2c(O)cccc12
Oc1cccc2c(O)cccc,Oc1cccc2c(O)cccc12
Oc1cccc2c(O)cccc,Oc1cccc2c(O)cccc12
CCCOC(=O)C1c2cc3c(cc2CC(C)C1C(=O)OCCC)OCO,CCCOC(=O)C1c2cc3c(cc2CC(C)C1C(=O)OCCC)OCO3
CCCOC(=O)C1c2cc3c(cc2CC(C)C1C(=O)OCCC)OCO,CCCOC(=O)C1c2cc3c(cc2CC(C)C1C(=O)OCCC)OCO3
CCCOC(=O)C1c2cc3c(cc2CC(C)C1CS=O)OCCC)OCO3,CCCOC(=O)C1c2cc3c(cc2CC(C)C1C(=O)OCCC)OCO3
CC(2O)N(C(C)=O)c1ccc(N=Nc2ccccc2C)cc1C,CC(=O)N(C(C)=O)c1ccc(N=Nc2ccccc2C)cc1C
CC(=O)N(C(C)=O)c1ccc(N=Nc2ccccc2C)cc1,CC(=O)N(C(C)=O)c1ccc(N=Nc2ccccc2C)cc1C
CC(=O)N(C(C)=O)c1c2c(N=Nccccccc2C)cc1C,CC(=O)N(C(C)=O)c1ccc(N=Nc2ccccc2C)cc1C
Nc1ccc=S(Br=O)((O)O)c2cccc(O)c12,Nc1ccc(S(=O)(=O)O)c2cccc(O)c12
Nc1ccc(S(=O)(=O)O)c2cccc(O)c,Nc1ccc(S(=O)(=O)O)c2cccc(O)c12
Nc1ccc(S(=O)(=O)O)c2cccc(O)c,Nc1ccc(S(=O)(=O)O)c2cccc(O)c12
COc1c(C(C)(C)C)cc([N+]2=O)[O-])c(C)c1([N+]=O)[O-],COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O),COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
COc1c(C(C)(C)C)1cc([N+](=)[O-])c(C)c1[N+](=O)[O-],COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](OC(O)OCC)c1ccnc2cc((OC)cc12,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12
C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](OC(=O)CC)c1ccnc2ccc(OC)cc12,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12
C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](OC(=O)OCC)c1ccnc2ccBrc(OC)cc12,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC1)cc4[C@@H]2C3=O)O1,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C
Cc1cc2nc3c(=O)[nH]c((O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2ccC,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)C(O)[C@@H](O)[C@@H]O)c2cc1C,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C
COc1ccc2N(OC)c3ccoc3nc2c1OC,COc1ccc2c(OC)c3ccoc3nc2c1OC
COc1ccc2c(2C)c3ccoc3ncOc1OC,COc1ccc2c(OC)c3ccoc3nc2c1OC
COc1ccc2c(OC1)c3ccNc3nc2c1OC,COc1ccc2c(OC)c3ccoc3nc2c1OC
SNC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
NC(=O)C1CCN(CCCN2c3ccccc3Sc3cccHCl)cc32)CC1,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
NC(=O)C1CCN(CCCN2c3ccClcc3Sc3ccc(Cl)cc32)CC1,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC)1,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
O=C1C(=O)c2ccccc2-c2ccccc,O=C1C(=O)c2ccccc2-c2ccccc21
O=11C(=O)c2cccc2-c2ccccc21,O=C1C(=O)c2ccccc2-c2ccccc21
O=C1C(=O)c2Brccccc2-c2ccccc21,O=C1C(=O)c2ccccc2-c2ccccc21
O=C1C(=O)c2ncccc2-c2cccnc,O=C1C(=O)c2ncccc2-c2cccnc21
O=C(1C(=O)c2nCccc2-c2cccnc21,O=C1C(=O)c2ncccc2-c2cccnc21
O=C1C(=2)c2ncccc2-c2cccnc21,O=C1C(=O)c2ncccc2-c2cccnc21
c1ccc(-c2ccccc2-c2ccccc2)cc,c1ccc(-c2ccccc2-c2ccccc2)cc1
c1ccc(-c2ccccc2-c2ccccc2)cc,c1ccc(-c2ccccc2-c2ccccc2)cc1
c1ccc(-c2ccccc2-c2ccccc2)cc,c1ccc(-c2ccccc2-c2ccccc2)cc1
CC=C(C(=CC)c1ccc(OC(C)=O)cc1)c1ccc(OC(C)=O)cc11,CC=C(C(=CC)c1ccc(OC(C)=O)cc1)c1ccc(OC(C)=O)cc1
CC=C(C(=CC)c1ccc(OC(C)=O)cc1)c1ccc(OC(C))O=cc1,CC=C(C(=CC)c1ccc(OC(C)=O)cc1)c1ccc(OC(C)=O)cc1
CC=C(C(=CC)c1ccc(OC(C)=O)cc1)c1ccc(OC(C)=O)cc,CC=C(C(=CC)c1ccc(OC(C)=O)cc1)c1ccc(OC(C)=O)cc1
C=CC1CN2CCC1)C2C(=O)c1ccnc2ccc(OC)cc12,C=CC1CN2CCC1CC2C(=O)c1ccnc2ccc(OC)cc12
C)CC1CN2CCC1CC2C(=O)c1ccnc2ccc)OC=cc12,C=CC1CN2CCC1CC2C(=O)c1ccnc2ccc(OC)cc12
C=CC1CNCCC1CC2C(=O)c1ccnc2ccc(OC)cc12,C=CC1CN2CCC1CC2C(=O)c1ccnc2ccc(OC)cc12
CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1O,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC
CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1O,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC
CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(1C)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC
c1cc2c(c3c1CC1c4cc5c(cc4CCN13)OCO5)OCO2,c1cc2c(c3c1CC1c4cc5c(cc4CCN1C3)OCO5)OCO2
c1cc2c(c31CC1c4cc5c(cc4CCN1C3)OCO5)OCO2,c1cc2c(c3c1CC1c4cc5c(cc4CCN1C3)OCO5)OCO2
c1cc2c(c3c1CC1c4cc5c(cc4CC1C3)OCO5)OCO2,c1cc2c(c3c1CC1c4cc5c(cc4CCN1C3)OCO5)OCO2
Nc1cc(Cl)cc2c1C(=O)c1ccccc1C2=,Nc1cc(Cl)cc2c1C(=O)c1ccccc1C2=O
Nc1cc(Cl)cO2c1C(=O)c1ccccc1C2=O,Nc1cc(Cl)cc2c1C(=O)c1ccccc1C2=O
Nc1cc(Cl)cBr2c1C(=O)c1ccccc12=O,Nc1cc(Cl)cc2c1C(=O)c1ccccc1C2=O
CCc1ccc2c(c1)C(=O)c1ccccc1C2=,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O
CCc1c)cc=c(c1)C(=O)c1ccccc1C2=O,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O
CCc1ccc2c(c1)C=O)c1ccccc1C2(O,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O
Cc1ccc2c(1)C(=O)c1ccccc1C2=O,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O
Cc1ccc2c(c1)C(=O)cccccc1C2=O,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O
Cc1ccc2c(c1)C(=O)c1ccccc1C2=,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O
c11ccc2cc32(ccc4cccnc43)cc21,c1ccc2cc3c(ccc4cccnc43)cc2c1
c1ccc23cSc(ccc4cccnc43)cc2c1,c1ccc2cc3c(ccc4cccnc43)cc2c1
c1ccc2cc3c(cCcc4cccnc43)cc2c1,c1ccc2cc3c(ccc4cccnc43)cc2c1
N#CC1=C(C#N)C(=O)C(Cl)=C((Cl)C1=O,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O
N#CC1=C(C#NC(=O)C(Cl)=C(Cl)C1=N,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O
N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O
O=C1c2ccc(O)c2C(=O)c2ccc(1)cc21,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21
O=C1Sc2ccc(O)cc2C(=O)c2ccc(H)cc21,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21
O=C1c2ccc(O)cc2C(=O)cccc(O)cc21,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1
O=C(OC1CCCCC1)c1cccc(1C(=O)OC1CCCCC1,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1
O=C(Oc1Ncccc1)c1ccccc1CC(=O)Oc1cccc1,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1
O=C(OC1ccccc1)c1ccccc1C(=O)Oc1ccccc1,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1
O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1
CCCCOC(=O)c1ccccc1C(=O)OC1CCCC1C,CCCCOC(=O)c1ccccc1C(=O)OC1CCCCC1
CCCCOC(=O)c1ccccc1C(=O)OC1CCCCC,CCCCOC(=O)c1ccccc1C(=O)OC1CCCCC1
CCCCOC(=O)c1ccccc1C(=O)OC1CCCCO1,CCCCOC(=O)c1ccccc1C(=O)OC1CCCCC1
O=C1c2cc)ccC2C(=O)c2ccccc21,O=C1c2ccccc2C(=O)c2ccccc21
O=C1cOccccc2C(=2)c2ccccc21,O=C1c2ccccc2C(=O)c2ccccc21
O=C1c2cccc=c2C(=O)c2ccccc21,O=C1c2ccccc2C(=O)c2ccccc21
CCOC(=O)c1ccccc1C(=O)OC,CCOC(=O)c1ccccc1C(=O)OCC
CCOC(=O)c1(cccc1Cc=P)OCC,CCOC(=O)c1ccccc1C(=O)OCC
CCOC)O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC
CC(CHCOC(=O)c1ccccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
CC(C)COC(=O)c1ccccc1C(=O)OCC(C),CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
CC(C)COC(=O)c1cccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
O=C()O)c1ccccc1C(=O)O.[Hg][c]1ccccc1.[Hg][c]1ccccc1,O=C(O)c1ccccc1C(=O)O.[Hg][c]1ccccc1.[Hg][c]1ccccc1
O=C(O)c1ccccc1C(=SO)O.[Hg][c]1ccccc1.[Hg][c]1ccccc1,O=C(O)c1ccccc1C(=O)O.[Hg][c]1ccccc1.[Hg][c]1ccccc1
O=C(O)C1ccccc1C(=O)O.[Hg][c]1ccccc1.[Hg][c]1ccccc1,O=C(O)c1ccccc1C(=O)O.[Hg][c]1ccccc1.[Hg][c]1ccccc1
CCCCC(CC)COC(=O)C1CCCCC1C(=O)OCC(CC)CCC,CCCCC(CC)COC(=O)C1CCCCC1C(=O)OCC(CC)CCCC
CCCCC(CCHCOC(=O)C1CCCCC1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)C1CCCCC1C(=O)OCC(CC)CCCC
CCCCC(CC)COC(=O)C1CCCCC1C=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)C1CCCCC1C(=O)OCC(CC)CCCC
CCOC(=O)SOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)COC(=O)c1ccccc1C(=O)OCC
COC(=O)COC(=O)c1ccccc1C(=O)OCC,CCOC(=O)COC(=O)c1ccccc1C(=O)OCC
CCOC(=O)COC(=O)c1ccccc1C(=O)O)C,CCOC(=O)COC(=O)c1ccccc1C(=O)OCC
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCC,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCC,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCC,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC1CCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
CCCCCCCCCCOC(=O)c1=cccc1C(=O)OCCCCCCCCCC,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCOCCCCCCCCC,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC
CN1C(=CC=O)CS(C)(C)c2ccccc21,CN1C(=CC=O)C(C)(C)c2ccccc21
CN1C(=CC=O)C(C)(C)c2ccccc,CN1C(=CC=O)C(C)(C)c2ccccc21
CN1C(CC=O)C(C)(C)c2ccccc21,CN1C(=CC=O)C(C)(C)c2ccccc21
Nc1cccS(=O)(=O)O)cCccccc12,Nc1ccc(S(=O)(=O)O)c2ccccc12
Nc1ccc(S(=O)(=O)O)c2ccccc,Nc1ccc(S(=O)(=O)O)c2ccccc12
Nc1ccc(S(=O)(=O)O)c2ccccc,Nc1ccc(S(=O)(=O)O)c2ccccc12
O=S(=c)(O)c1ccc(=)O2ccccc12,O=S(=O)(O)c1ccc(O)c2ccccc12
O=S(=O)(O)c1ccc(O)c2ccccc,O=S(=O)(O)c1ccc(O)c2ccccc12
O=S(=O)(O)c1cc(c(O)c2ccccc12,O=S(=O)(O)c1ccc(O)c2ccccc12
O=S(=O)(O)c1c1cc(O)c2ncccc12,O=S(=O)(O)c1ccc(O)c2ncccc12
O=S(=O)(O)c1ccc(O)c2ncccc,O=S(=O)(O)c1ccc(O)c2ncccc12
O=S(=O)(O)c1ccc(O)c2ncccc,O=S(=O)(O)c1ccc(O)c2ncccc12
Nc1cccc2c(S(=O)(=O)O)cccc,Nc1cccc2c(S(=O)(=O)O)cccc12
Nc1cccc2c(S(=O)(=O)O)cccc,Nc1cccc2c(S(=O)(=O)O)cccc12
Nc1ccccS2c(S(=O)(=O)O)cccc12,Nc1cccc2c(S(=O)(=O)O)cccc12
[Br-].[Br-].c1cc[n+]2(c1)-c1cccc[n+]1CC2,[Br-].[Br-].c1cc[n+]2c(c1)-c1cccc[n+]1CC2
[Br-].[Br-].Brc1cc[n+]2cc1)-c1cccc[n+]1CC2,[Br-].[Br-].c1cc[n+]2c(c1)-c1cccc[n+]1CC2
[Br-].[Br-].c1cc[n+]2((c1)-c1ccc[n+]1CC2,[Br-].[Br-].c1cc[n+]2c(c1)-c1cccc[n+]1CC2
c1ccBr[n+]2c(c1)-c1cccc1CC2,c1cc[n+]2c(c1)-c1cccc[n+]1CC2
c1cc[n+]Pc(c1)-c1cccc[n+]1CC2,c1cc[n+]2c(c1)-c1cccc[n+]1CC2
c1cc[n+]2c2c1)-c1cccc[n+]=1CC(,c1cc[n+]2c(c1)-c1cccc[n+]1CC2
c1cccBr2c(c1)ccc1ncccc12,c1ccc2c(c1)ccc1ncccc12
c1ccc2c(c1)ccPc1ncccc12,c1ccc2c(c1)ccc1ncccc12
c)ccc2c(c11ccc1ncccc12,c1ccc2c(c1)ccc1ncccc12
C(c1c(Br)c(Br)c(Br)cCCBr)c1Br,CCc1c(Br)c(Br)c(Br)c(Br)c1Br
CCc1c(Br)c(Br)c(Br)c)(Br)1cBr,CCc1c(Br)c(Br)c(Br)c(Br)c1Br
CCc1c(Br)c(Br)c(Br)c(Br)c1,CCc1c(Br)c(Br)c(Br)c(Br)c1Br
CCCCCCCCOc1ccc(C(=O)c2ccccCl2O)c(O)c1,CCCCCCCCOc1ccc(C(=O)c2ccccc2O)c(O)c1
CCCCCCCCOc1ccc(C(=O)c2ccccc2O)c(O)c,CCCCCCCCOc1ccc(C(=O)c2ccccc2O)c(O)c1
CCCCCCCCOc1ccc(C(=O)c2ccccc2O)c(O)c,CCCCCCCCOc1ccc(C(=O)c2ccccc2O)c(O)c1
Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH],Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
Nc1nc(=O)c2ncn([C@@H]O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH],Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n,Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n,Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n,Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)O)O)[C@@H](O)[C@H]3O)c2[nH]1,Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH],Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
Nc1nc(CO)c2ncn([C@@H]3O[C@H](=OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
O=C(O)Cc1c(Cl)ccc(Cl)c1,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
O=C(O)Cc1c(Cl)ccc(Cl)c1,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
O=C(O)Cc1c(Cl)ccc(Cl)c1,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
CC(=O)Nc1c(I)cc(I)cC((=O)O)c1I,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I
CC(=O)Nc1c(PI)cc(I)c(C(=O)O)c1I,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I
O=C(O)c1cccc([N+](=O)[O-])c1,O=C(O)c1cccc([N+](=O)[O-])c1O
O=C(O)c=cccc([N+](1O)C[O-])c1O,O=C(O)c1cccc([N+](=O)[O-])c1O
O=C(O)c1cccc([N+](=O)[O-])c1,O=C(O)c1cccc([N+](=O)[O-])c1O
(O=C12C(=O)CNCCPCCC12,O=C1NC(=O)C2CC=CCC12
O=C12C(=O)CNCC=CCC12,O=C1NC(=O)C2CC=CCC12
